Time (ms),Name,Value
3,"Target RPM","0.0"
52,"D","0.0"
52,"I","0.0"
52,"P","0.0"
52,"Target velocity","0.0"
106300,"Left speed","0.0"
106300,"PID output","0.0"
106301,"PID at Target","false"
115322,"Target RPM","5000.0"
118686,"Target velocity","0.85"
130123,"P","0.01"
133729,"PID output","48.114285736083986"
133729,"Left speed","188.57142639160156"
133829,"Left speed","2211.4287109375"
133830,"PID output","27.885712890625"
133928,"Left speed","4337.14306640625"
133928,"PID output","6.6285693359375"
134028,"Left speed","4131.4287109375"
134028,"PID output","8.685712890625"
134129,"Left speed","1657.142578125"
134129,"PID output","33.42857421875"
134231,"Left speed","1622.85693359375"
134231,"PID output","33.7714306640625"
134328,"Left speed","5434.28515625"
134329,"PID output","4.7428613281250005"
134429,"PID output","-2.7428515625"
134429,"Left speed","4080.0"
134529,"PID output","38.514287109375"
134529,"Left speed","1148.5712890625"
134630,"Left speed","1091.4287109375"
134630,"PID output","39.085712890625004"
134729,"Left speed","5228.5712890625"
134729,"PID output","9.542861328125"
134829,"PID output","-0.4571484375"
134830,"Left speed","3800.00048828125"
134930,"PID output","29.1428515625"
134930,"Left speed","2000.0009765625"
135030,"PID output","30.1714208984375"
135030,"Left speed","1982.85791015625"
135129,"Left speed","4891.42919921875"
135130,"PID output","1.0857080078125"
135230,"Left speed","4371.4287109375"
135230,"PID output","-4.1142822265625"
135330,"PID output","28.11428955078125"
135330,"Left speed","2045.7138671875"
135431,"PID output","29.771425781250002"
135432,"Left speed","2011.42919921875"
135530,"PID output","3.8285595703125"
135531,"Left speed","4617.14404296875"
135631,"Left speed","5268.5732421875"
135631,"PID output","-2.685732421875"
135731,"Left speed","1131.42919921875"
135732,"PID output","34.685703125"
135830,"PID output","39.257138671875"
135832,"Left speed","1074.28564453125"
135932,"PID output","24.2857177734375"
135933,"Left speed","3948.5712890625"
136031,"PID output","-1.08572265625"
136031,"Left speed","5108.572265625"
136131,"Left speed","1445.715087890625"
136132,"PID output","35.54284912109375"
136232,"Left speed","1171.42919921875"
136232,"PID output","38.2857080078125"
136332,"Left speed","4285.71533203125"
136332,"PID output","20.9714208984375"
136432,"PID output","-4.3428662109375"
136433,"Left speed","5434.28662109375"
136531,"Left speed","2257.14306640625"
136531,"PID output","27.4285693359375"
136631,"Left speed","2085.714599609375"
136632,"PID output","29.14285400390625"
136732,"Left speed","4582.85791015625"
136732,"PID output","4.1714208984375"
136833,"Left speed","5297.14306640625"
136833,"PID output","-2.9714306640625"
136932,"Left speed","1594.28564453125"
136932,"PID output","34.0571435546875"
137033,"Left speed","1125.71435546875"
137033,"PID output","38.7428564453125"
137133,"Left speed","2554.2861328125"
137133,"PID output","24.457138671875"
137233,"Left speed","5131.4287109375"
137234,"PID output","-1.314287109375"
137333,"Left speed","1457.14306640625"
137333,"PID output","35.4285693359375"
137433,"Left speed","1148.57177734375"
137434,"PID output","38.5142822265625"
137533,"Left speed","2817.1435546875"
137533,"PID output","21.828564453125"
137633,"Left speed","5554.2861328125"
137634,"PID output","-5.542861328125"
137733,"Left speed","2228.572265625"
137733,"PID output","27.714277343750002"
137834,"Left speed","2040.0"
137835,"PID output","29.6"
137934,"Left speed","3165.71484375"
137934,"PID output","18.3428515625"
138033,"Left speed","5577.142578125"
138035,"PID output","-5.7714257812500005"
138134,"Left speed","2851.42822265625"
138134,"PID output","21.4857177734375"
138234,"Left speed","1108.57080078125"
138235,"PID output","38.9142919921875"
138334,"Left speed","2497.14306640625"
138335,"PID output","25.0285693359375"
138434,"Left speed","5114.2861328125"
138435,"PID output","-1.142861328125"
204654,"D","0.001"
208807,"Left speed","-405.71429443359375"
208808,"PID output","54.057142944335936"
208907,"Left speed","1628.571533203125"
208908,"PID output","33.71428466796875"
209008,"Left speed","3165.71435546875"
209008,"PID output","18.3428564453125"
209108,"Left speed","3645.714111328125"
209108,"PID output","13.54285888671875"
209208,"Left speed","2177.14306640625"
209208,"PID output","28.2285693359375"
209308,"Left speed","3348.57177734375"
209309,"PID output","16.5142822265625"
209407,"Left speed","5462.8583984375"
209408,"PID output","-4.628583984375"
